1,1136,75
26,888,6
1155,44,9
1020,38,5
228,560,6
882,700,25
115,525,5
27,1047,25
936,829,25
388,1312,51
1060,360,8
892,1401,25
476,1470,9
1473,246,53
902,1549,25
210,1391,9
366,1196,50
368,1197,45
1513,1208,9
935,239,8
688,275,5
153,695,25
855,28,9
1149,1314,68
363,172,5
256,757,25
106,641,25
735,365,9
290,498,25
815,729,12
105,870,75
817,1395,16
134,338,25
312,344,25
152,406,5
151,1377,9
229,592,25
468,774,25
1455,243,1
836,1227,5
903,1000,72
594,624,40
197,1362,53
578,607,25
867,1136,75
636,1552,12
28,1352,25
1040,437,25
671,710,25
508,538,25
326,27,5
900,482,25
235,392,12
947,384,25
308,1535,25
1547,155,5
171,765,25
1309,845,5
1452,431,9
549,1085,25
26,229,9
43,208,5
1361,1009,34
263,1208,9
290,65,5
958,753,63
1535,1025,12
882,210,66
179,898,75
307,1312,5
1190,81,5
69,122,5
1050,431,25
38,314,75
32,84,25
1256,696,0
168,695,25
677,1360,12
312,691,45
467,54,25
47,122,5
1024,1122,25
721,1047,25
762,172,8
624,1009,50
1153,1458,8
1433,472,9
549,863,25
853,878,8
815,905,25
359,1322,9
460,840,9
571,894,66
1054,275,5
197,231,53
541,865,25
1054,1278,39
708,952,66
333,241,5
705,1253,25
824,1391,9
304,536,66
695,1240,25
955,290,25
757,54,5
752,96,5
629,37,25
1285,1466,8
437,1047,53
869,265,5
804,1396,16
704,598,25
736,1442,25
461,203,66
971,883,75
543,560,8
946,426,8
1438,1545,25
1344,1227,9
796,1385,9
1335,1257,3
275,915,25
1310,101,9
476,148,25
803,1108,8
1537,351,26
655,586,12
1188,914,6
841,916,66
259,51,5
1122,421,25
199,1176,25
579,1139,25
165,494,12
603,705,25
502,979,25
221,443,25
39,869,25
549,197,44
892,1085,25
933,429,25
1334,155,5
435,324,8
329,1127,25
1310,1125,9
239,324,66
1258,59,37
421,27,5
737,944,73
683,259,5
1547,1332,8
827,27,5
926,57,51
502,1445,78
1019,203,34
1030,881,5
1021,952,9
230,694,25
1324,1345,25
902,314,75
906,980,36
795,888,6
1014,227,66
1377,493,5
360,109,77
705,1150,25
106,1039,9
26,69,5
950,762,5
1219,1208,9
124,235,63
90,315,25
28,71,5
598,764,5
666,1438,12
935,775,5
244,1139,25
667,1168,9
424,227,25
1441,290,66
202,39,25
135,160,25
176,574,25
290,158,25
947,1055,40
911,1102,9
391,1304,9
837,396,6
1144,275,5
1001,318,49
974,395,66
903,507,72
734,950,25
266,1380,5
360,888,6
421,97,9
1375,450,61
663,867,5
1081,307,25
1131,147,6
1131,1352,25
643,150,78
1018,1486,0
360,1458,9
883,296,25
1464,1164,5
289,303,63
134,749,5
171,1304,9
1162,122,5
1038,406,5
813,376,66
239,388,66
1038,1317,5
354,124,25
575,400,25
909,772,81
1168,597,9
465,488,62
789,1392,5
437,603,53
58,120,5
1283,51,5
585,708,46
266,717,5
523,740,25
864,754,12
179,1352,41
284,1047,53
38,52,25
1131,493,9
1014,441,66
367,1242,25
210,636,25
206,1222,5
406,191,5
33,598,39
765,284,9
1236,378,10
1160,122,5
229,1133,5
37,475,25
1219,202,9
512,1440,25
289,165,63
923,499,12
71,883,9
464,1301,25
895,762,11
70,873,66
38,512,75
816,734,25
807,1077,8
754,244,53
460,851,9
484,888,6
599,109,5
1242,1289,10
1026,299,71
902,124,25
1317,968,9
907,96,5
1189,1035,45
134,1347,25
231,221,25
1122,100,12
1538,127,5
677,761,12
1171,455,9
1268,893,25
1149,778,25
156,241,75
388,409,25
365,38,5
493,313,5
1063,717,5
106,272,9
366,1250,66
574,1491,14
369,137,5
760,910,25
486,1221,25
1205,27,5
571,791,25
869,221,25
568,704,25
38,813,25
755,1322,8
938,915,25
1324,654,53
511,1240,25
1324,190,12
769,1136,75
807,1426,62
758,294,12
263,38,5
275,62,34
166,1133,5
651,707,25
1136,796,8
472,1223,75
284,592,53
1384,1458,8
296,763,53
231,913,12
275,409,25
667,1240,25
400,230,25
541,827,25
508,1253,25
526,241,75
475,641,25
353,460,75
410,801,5
460,441,25
1314,1072,5
943,689,25
502,889,25
393,1246,31
43,980,36
229,431,25
841,28,66
1009,826,36
512,116,5
311,412,5
179,94,6
568,444,5
368,37,34
955,1148,66
366,35,25
635,490,12
1094,94,8
709,1088,25
155,169,50
444,988,5
1442,181,25
599,314,5
1329,988,5
629,54,9
1369,331,25
162,902,25
287,84,25
515,574,25
242,1209,25
899,913,63
441,708,25
544,940,25
955,410,25
368,1224,45
679,313,5
162,1102,9
592,824,25
202,508,25
339,428,9
526,696,5
963,914,6
654,1223,49
231,1362,25
68,374,9
467,880,25
404,696,5
486,583,25
534,914,8
691,1236,45
1523,1312,5
694,65,5
855,1104,25
1189,510,5
691,1444,5
939,181,5
353,717,75
481,457,5
43,685,36
685,127,9
152,377,8
895,1102,9
1220,366,9
61,409,5
763,175,25
1006,940,66
136,498,25
159,44,5
526,317,25
549,594,25
629,794,9
753,256,12
1336,1133,5
1427,1227,9
42,1470,9
156,340,9
410,156,25
1167,965,25
494,54,5
1258,926,34
666,294,12
629,649,9
1241,617,5
282,838,66
243,737,34
135,1157,25
393,952,75
464,947,25
1209,827,5
197,1345,25
976,635,25
947,1046,25
1153,122,5
1445,1046,66
381,884,66
167,1470,9
39,1150,25
1258,488,25
889,657,5
842,949,5
461,486,66
1533,597,9
1207,1047,25
159,840,5
1288,172,9
1445,845,63
1379,658,9
290,366,25
431,914,6
1205,914,6
691,1102,9
1434,1080,8
1465,921,25
1192,1304,9
755,1072,9
911,1377,9
905,384,25
874,28,5
585,1349,9
599,1102,9
1535,604,12
1444,869,6
518,1416,9
229,1019,12
761,1024,25
294,417,25
120,1312,5
476,1416,9
216,730,16
269,597,9
944,829,25
365,1164,5
560,635,73
1526,1227,5
904,1444,5
688,881,5
367,1046,25
556,944,73
194,409,25
1450,719,12
376,368,25
271,32,25
1134,67,63
1162,1227,5
568,721,25
789,941,9
717,444,51
1149,1526,25
120,1377,9
852,1391,9
1553,827,25
1207,502,25
312,1407,25
1266,713,53
204,916,66
521,538,25
1094,193,68
690,374,5
1314,65,5
105,144,75
372,754,12
946,521,25
96,239,8
572,690,47
573,1052,25
804,528,16
941,374,5
29,884,66
266,949,5
308,968,5
352,201,53
572,536,66
1079,203,66
950,1441,66
583,852,5
1322,1515,31
796,401,66
687,1428,0
235,1027,12
698,290,25
1244,523,25
256,294,12
671,770,25
472,1024,25
910,360,6
953,983,51
351,1035,45
1220,941,9
842,1,12
1337,1416,9
1438,1017,25
679,691,45
1434,69,5
37,289,73
900,583,25
1131,1023,51
1255,1185,63
1030,1049,25
328,936,25
673,1345,25
1067,248,25
927,1401,25
633,147,6
53,444,5
1445,1213,66
770,1207,25
780,294,5
203,81,5
492,1337,25
573,352,25
1088,1380,5
824,1050,25
1251,528,12
920,913,63
1452,827,9
287,477,25
163,1335,25
549,602,25
555,387,25
1328,144,75
949,69,5
1455,796,0
366,1392,5
526,768,75
171,463,45
103,880,25
1038,968,5
705,740,25
1037,854,76
1233,1510,25
638,597,9
734,1127,25
1023,717,5
806,1401,25
706,1260,25
696,262,8
1206,27,5
271,1129,25
284,341,53
369,1246,5
61,1147,25
112,1177,25
38,313,5
1224,444,9
1441,526,66
156,879,75
551,441,25
1149,497,25
116,269,6
710,1250,66
1552,920,71
92,1044,25
116,969,9
738,1405,12
1202,1084,84
119,970,31
905,122,5
206,1072,5
369,717,5
477,598,25
390,728,61
561,780,25
488,883,75
1439,328,25
813,651,25
1224,1190,9
956,1098,5
568,1062,25
1223,1312,75
169,601,63
354,27,53
202,949,5
955,419,25
428,81,6
1315,883,75
938,882,25
365,155,5
243,296,34
23,1138,63
1049,313,5
968,1332,8
1285,507,76
1389,914,8
555,466,71
1295,344,25
61,1380,9
1122,934,25
220,635,64
1255,165,63
777,517,12
308,1208,9
983,493,9
87,1162,12
92,827,5
948,862,66
256,295,9
214,1131,25
1266,1471,25
529,172,5
601,1027,12
1,941,75
769,1223,9
90,585,25
50,1380,9
654,390,78
525,112,25
763,313,5
312,548,71
274,1388,66
1445,658,9
528,256,25
1129,168,25
970,272,25
649,147,6
1126,315,5
339,471,9
913,840,5
772,124,25
1347,71,5
381,1305,25
1002,1499,25
1442,338,25
294,172,5
1185,282,5
84,865,25
946,749,9
53,1129,75
949,1416,9
344,762,9
388,926,25
806,248,25
1201,916,50
175,541,25
1164,941,5
162,157,5
1035,1052,9
1023,712,16
172,717,5
1335,1385,9
1231,314,5
562,683,25
571,1148,66
180,342,5
796,1079,25
83,1025,25
874,511,25
778,1036,57
126,544,64
578,686,25
705,1208,9
560,1139,25
1395,888,6
1337,262,12
855,845,9
1361,1057,34
762,412,8
1186,1049,53
32,1141,25
1231,71,9
1257,241,0
620,468,25
909,717,5
1455,1054,14
368,1134,34
83,1388,9
734,477,25
699,953,76
583,1340,25
190,1102,9
1396,760,9
1510,1415,53
686,344,25
846,988,5
289,842,63
1434,597,9
1189,1385,11
795,1157,25
369,1322,9
368,1131,34
269,1035,45
1105,126,25
1445,369,66
479,739,25
38,103,75
109,227,25
571,708,66
1413,48,72
568,155,5
949,484,5
685,1377,9
713,1377,9
239,1147,25
976,388,25
880,1215,9
1438,421,25
1395,49,5
486,27,5
580,406,5
1243,1013,12
1378,1458,9
1391,1208,9
526,950,25
263,412,5
1360,212,14
239,862,66
586,715,45
1220,1312,9
1046,395,25
845,1384,9
312,475,37
1202,1213,46
311,696,5
528,638,25
389,635,73
673,824,25
436,112,25
1006,914,6
256,452,9
822,1434,9
229,1080,8
1295,106,34
787,107,45
303,468,12
649,1236,9
1202,544,46
27,892,25
190,353,75
351,457,5
26,49,5
1552,648,25
851,1384,9
49,658,5
806,740,25
392,122,5
955,562,66
874,244,25
476,881,9
654,282,5
709,279,25
162,933,25
786,454,63
710,1213,66
1512,1227,5
830,109,5
75,1253,25
606,1133,5
246,1227,5
840,242,25
1347,1552,12
544,278,12
412,536,77
239,1046,25
502,1138,9
404,51,5
950,1443,25
1256,33,14
1050,32,25
437,1127,53
599,1168,9
162,1389,25
105,923,75
401,562,25
235,463,45
334,619,17
54,1322,8
1168,1470,9
907,124,5
785,840,5
1222,360,6
1450,951,12
479,47,25
106,1230,51
855,1213,66
461,493,25
71,1269,9
1373,1122,25
511,1150,25
948,706,12
272,1304,9
39,947,25
710,1196,50
785,147,8
594,272,25
378,368,25
956,733,25
691,81,6
246,941,5
919,1136,5
754,181,53
629,482,25
604,1196,50
296,862,66
1012,521,39
268,892,53
1139,1442,25
474,27,5
580,417,25
552,112,8
268,874,53
284,272,53
752,825,5
331,455,9
228,1221,25
153,217,25
1104,99,5
402,294,9
279,726,44
75,271,25
463,848,9
134,326,25
441,1455,9
711,1453,55
1530,560,8
955,267,25
162,65,5
1133,1322,8
628,1147,75
705,1349,9
308,871,5
439,409,5
1386,915,25
1268,1267,25
243,1433,25
156,481,9
688,1392,5
410,1233,25
525,441,66
695,1351,8
366,112,5
583,1052,25
1307,1489,8
167,1027,53
970,520,25
275,700,53
801,908,75
655,884,66
191,1414,25
1347,1256,8
391,122,5
168,306,25
302,1062,25
1066,325,5
721,827,5
604,493,5
290,1250,25
1334,824,75
932,329,9
1268,848,25
948,580,12
179,602,41
1026,778,25
1485,1458,6
457,968,5
755,1470,9
561,59,37
1050,27,9
882,1009,66
1023,57,51
400,1027,53
53,968,5
654,1222,5
499,855,25
1386,698,25
339,315,9
284,199,80
338,109,77
409,1102,9
1360,264,14
1194,1304,9
883,331,25
526,1006,25
147,707,66
471,135,25
318,1330,16
633,74,25
1213,409,5
1336,456,25
562,974,25
769,844,12
905,460,5
594,947,25
649,412,25
1030,560,6
518,1470,9
690,639,25
671,326,25
155,268,25
952,560,6
1085,1207,48
624,916,50
1071,926,34
952,1347,66
943,256,64
780,159,25
456,889,5
875,1440,12
363,949,5
148,27,5
580,366,34
1051,54,5
560,916,66
71,1521,9
406,217,25
1185,324,25
1526,953,25
109,865,5
956,1344,25
649,1301,25
87,582,71
1266,1208,9
1360,620,25
1188,493,9
1353,71,25
83,1215,57
275,366,25
210,313,9
549,52,25
498,598,25
664,1171,12
1160,1392,5
266,1072,5
474,1125,8
1330,865,5
574,863,25
171,365,25
852,1452,13
235,294,5
1440,822,25
955,176,66
1186,431,53
923,122,5
838,729,12
956,427,25
441,1030,44
1473,713,53
1532,81,5
460,156,9
1251,869,12
227,155,5
1362,156,25
75,892,25
431,653,25
212,1077,8
366,865,5
935,1006,8
1242,455,9
563,837,25
1345,1148,80
275,653,25
760,1388,66
431,1057,25
563,636,66
229,32,25
265,1416,5
1332,1385,9
270,1001,76
1160,762,5
1021,464,9
880,282,9
1367,269,8
106,1215,9
1019,906,34
401,57,51
243,969,9
912,756,25
561,641,37
216,212,16
1344,325,9
633,1391,9
202,704,25
705,1332,8
279,153,25
339,334,9
75,772,53
1220,216,9
191,888,6
419,760,25
1295,326,34
354,1150,53
147,27,5
1049,876,25
531,81,6
1384,460,75
49,906,46
685,1391,9
940,259,5
612,916,50
314,122,5
212,788,8
653,757,25
686,401,34
1441,401,66
158,536,77
549,438,66
1050,230,25
770,388,66
1023,1333,16
52,231,25
1535,953,12
395,855,66
426,1317,9
746,497,25
1025,34,25
855,57,51
632,87,25
1351,1012,14
1484,852,63
1441,366,66
1194,116,5
159,718,9
968,524,8
526,1072,75
663,262,12
1301,236,77
1192,148,9
913,832,25
389,181,25
718,1068,8
1192,679,9
134,763,25
524,691,45
973,313,5
94,653,37
815,1348,66
869,757,66
950,44,5
71,340,9
1064,44,5
932,512,9
734,507,72
37,515,25
888,710,66
88,167,5
134,735,5
77,147,6
401,814,66
763,306,25
457,824,75
387,747,25
704,1139,25
1415,236,77
510,1304,9
378,715,45
1340,444,5
1021,176,9
1531,1391,9
1471,950,25
1212,282,75
1526,1025,25
923,525,5
230,74,13
1460,1446,66
1398,167,75
1363,1553,25
760,1312,5
231,410,25
579,32,25
1064,1147,25
1170,658,5
266,1241,1
794,494,12
574,1071,12
772,71,5
30,1197,45
936,1386,25
512,662,63
886,137,9
1150,1395,75
1340,1415,53
171,1206,25
907,1391,9
962,1087,39
710,760,25
61,1240,25
1335,1118,9
216,1304,9
1450,548,12
919,109,5
1319,1312,5
724,314,75
393,176,5
153,395,25
988,1208,9
341,888,6
1030,458,12
629,1270,9
368,639,25
119,326,51
1301,124,9
366,1470,9
156,499,9
381,641,25
667,1125,8
705,443,25
561,713,25
218,726,44
1188,352,66
109,641,25
1153,1136,5
1049,65,5
196,1353,0
193,105,5
339,124,5
619,840,9
1446,867,12
667,1385,9
641,944,73
228,112,25
697,889,25
228,1136,5
817,1125,16
757,1384,9
512,1349,9
524,1064,9
836,915,25
524,1080,8
1171,112,25
946,1220,75
315,1312,75
605,352,25
1538,881,5
460,1337,25
147,136,25
737,452,9
113,766,9
552,1236,8
1238,954,12
749,81,6
1035,122,5
619,762,9
598,871,5
27,74,13
612,484,5
706,220,25
938,888,6
218,1002,25
1064,696,5
156,49,5
88,1458,8
1057,444,25
268,1220,75
600,560,8
1126,294,5
171,129,25
1407,689,25
18,968,5
752,444,5
456,234,25
813,770,25
512,71,5
649,560,6
134,717,5
112,1389,25
360,921,25
1192,1123,9
75,1067,25
874,1470,9
230,887,53
652,99,0
426,38,5
310,360,8
607,1385,9
174,1328,25
330,700,53
52,556,25
1520,321,78
795,1340,25
1171,493,5
599,1349,9
913,0,9
695,1389,25
333,1455,8
583,1129,75
216,1138,9
1192,304,60
421,1413,3
603,217,25
1345,321,78
789,1328,25
1025,810,25
865,1139,25
333,403,8
1336,299,25
955,1241,61
664,1322,75
1038,1312,5
1379,314,9
1362,32,25
1258,28,5
239,1240,25
761,87,20
1066,1355,5
1021,1330,9
1379,275,5
530,525,11
275,931,25
1314,1168,9
523,1150,25
728,1223,9
239,492,66
778,466,25
685,923,5
794,641,12
1285,1002,76
1470,1322,9
378,965,25
231,33,40
290,412,25
572,109,5
477,915,25
709,536,77
724,63,75
44,1223,75
1141,1080,8
144,1133,31
643,988,5
393,1290,9
341,1220,75
282,1413,9
683,800,25
222,1385,9
930,235,5
19,761,12
1054,197,39
940,556,25
419,636,25
326,503,25
549,409,66
1202,1444,46
333,760,5
594,134,25
1057,625,36
804,699,8
735,1377,9
