29,549,11
8,377,15
366,464,2
387,61,2
131,218,15
462,343,2
42,198,1
139,376,1
284,504,2
398,502,4
331,384,55
502,354,4
455,470,1
198,413,1
158,219,1
509,128,28
282,472,3
502,175,4
68,394,9
510,142,1
131,248,1
396,56,4
249,336,2
20,394,8
337,159,1
47,29,11
335,48,1
465,165,2
494,12,3
363,172,5
120,337,1
528,190,5
160,142,2
422,308,2
441,28,2
535,61,3
22,129,7
445,415,2
494,508,3
337,521,2
431,68,16
119,440,3
441,147,1
258,12,1
239,470,3
54,135,6
392,394,2
276,368,2
509,381,1
240,22,7
420,64,46
240,226,7
500,54,1
364,385,1
481,174,11
385,511,3
293,195,1
314,336,1
331,68,1
340,334,1
205,530,5
278,195,1
143,32,5
310,411,1
404,479,1
470,552,4
364,439,3
504,341,2
22,515,3
374,90,2
156,82,14
202,338,2
82,523,3
225,392,3
92,355,29
502,22,4
108,469,2
331,421,27
422,14,1
297,417,1
416,343,1
108,159,1
542,216,2
527,515,3
153,334,3
180,1,2
503,384,3
79,104,1
136,378,8
502,498,4
66,111,1
370,335,1
520,236,42
372,244,17
502,442,4
261,395,3
82,321,3
302,408,2
154,175,3
146,250,2
447,108,1
535,521,4
519,439,1
334,415,1
109,261,2
459,25,7
113,394,6
30,344,1
366,415,2
289,384,3
45,404,1
439,218,1
111,415,1
390,12,1
335,512,3
358,336,1
92,145,17
521,162,2
158,171,4
392,558,4
83,501,47
445,52,2
65,556,41
486,344,15
373,351,18
299,138,9
74,257,1
125,258,2
454,510,3
441,14,1
548,226,3
94,341,3
502,500,4
20,136,3
299,180,1
203,409,12
310,435,1
379,367,2
136,416,4
312,112,6
77,117,1
248,419,1
116,202,2
145,233,2
486,227,2
160,190,5
481,138,9
196,257,2
297,341,7
340,441,1
16,259,2
390,556,41
477,77,3
123,248,1
120,456,1
208,515,62
388,213,10
299,487,1
544,73,3
136,511,3
239,69,3
502,507,4
523,127,3
68,503,1
311,186,2
208,111,2
158,516,1
131,554,2
254,52,10
494,77,3
138,503,9
293,269,8
90,466,10
248,94,3
392,377,9
230,299,1
167,60,2
329,533,8
293,54,2
505,226,3
559,61,2
443,335,1
523,172,3
502,42,3
86,149,16
337,535,4
340,30,3
358,111,1
430,518,4
171,352,4
110,262,2
239,450,3
248,48,1
240,395,2
138,117,9
377,310,1
523,20,3
18,289,1
235,508,10
113,91,6
206,70,2
459,239,3
507,27,1
214,175,9
94,444,3
365,110,2
510,77,7
117,515,3
227,87,2
497,523,3
351,368,30
396,172,3
202,532,2
252,283,2
381,498,2
314,383,3
235,65,2
388,243,2
202,258,2
467,219,51
208,247,17
527,334,1
470,55,1
167,511,3
160,253,6
444,297,13
335,520,3
30,175,3
239,102,3
502,470,4
504,150,31
257,42,1
310,68,1
136,228,4
465,159,1
134,54,2
10,413,5
494,456,3
49,154,1
278,337,27
186,138,3
291,208,2
425,378,2
311,29,11
148,210,2
27,426,38
23,417,1
123,375,8
33,544,3
337,253,6
47,384,3
229,335,2
211,487,2
180,10,5
519,82,19
337,336,1
505,9,4
426,470,1
477,383,13
240,64,2
156,104,10
193,511,3
60,442,2
160,554,2
131,421,27
278,42,1
